Position,Velocity
0.05429474264383316,0.01968570426106453
0.05413470417261124,-0.06522856652736664
0.05411873012781143,-0.01873694360256195
0.05427724868059158,0.047837723046541214
0.05417070537805557,-0.015615148469805717
0.05424586683511734,0.02172716334462166
0.05423245579004288,-4.343388354755007e-05
0.05427394062280655,0.014153648167848587
0.05425999313592911,0.026666896417737007
0.05420023947954178,-0.013372523710131645
0.0541120246052742,-0.044672414660453796
0.05419261008501053,-0.00101573730353266
0.05414218455553055,-0.012925490736961365
0.05425003916025162,0.028712080791592598
0.054210372269153595,-0.008239073678851128
0.054114438593387604,-0.033228322863578796
0.05406687408685684,-0.039471909403800964
0.05411414057016373,-0.006957573816180229
0.054231442511081696,0.04686169698834419
0.054166652262210846,-0.003373844316229224
0.05407104641199112,-0.02550579607486725
0.05416397005319595,0.012715684249997139
0.054191090166568756,0.018795358017086983
0.054121799767017365,-0.0180179625749588
0.054220445454120636,0.02867855317890644
0.054198361933231354,0.0022885967046022415
0.054189182817935944,-0.020726246759295464
0.05419541150331497,-0.004282815381884575
0.0542478933930397,0.016776252537965775
0.05418507009744644,-0.025502070784568787
0.05421797186136246,-0.0006581072229892015
0.05424148589372635,0.00777967507019639
0.05420536547899246,-0.012597664259374142
0.05415195971727371,-0.021448953077197075
0.054113633930683136,-0.04185982048511505
0.054128117859363556,-0.0029603387229144573
0.05413440614938736,0.002653673756867647
0.05406854301691055,-0.02593792974948883
0.05410877615213394,-0.0021146961953490973
0.05407259613275528,-0.01022837869822979
0.05424419790506363,0.05385034158825874
0.05428812652826309,0.0214589461684227
0.05434457212686539,0.04306935518980026
0.05440384894609451,0.039727769792079926
0.054389871656894684,0.0029964065179228783
0.05433277040719986,-0.02011157013475895
0.054350920021533966,0.0036893081851303577
0.054309435188770294,-0.009479593485593796
0.054314590990543365,-0.0034036447759717703
0.054370857775211334,0.006062320899218321
0.05424649268388748,-0.03519899770617485
0.05406356602907181,-0.06884954869747162
0.05402720719575882,-0.04446007311344147
0.05402744561433792,-0.010887756012380123
0.05395255237817764,-0.03566838800907135
0.05420926958322525,0.009750373661518097
0.05436906963586807,0.05332881957292557
0.054401107132434845,0.033860452473163605
0.05458468943834305,0.07676462084054947
0.05478785187005997,0.09225065261125565
0.05499962717294693,0.10508427768945694
0.055075742304325104,0.056454338133335114
0.055092938244342804,0.015617705881595612
0.054902590811252594,-0.07017946243286133
0.05444575101137161,-0.1694137454032898
0.0541495755314827,-0.14261400699615479
0.05380726605653763,-0.1486862301826477
0.053735293447971344,-0.0779578685760498
0.05374801903963089,-0.0283966064453125
0.05380765348672867,0.025232674553990364
0.054069019854068756,0.09605417400598526
0.054326094686985016,0.1319175511598587
0.0546155646443367,0.1583186835050583
0.05472484976053238,0.06947796046733856
0.05469591170549393,0.014455422759056091
0.05442637950181961,-0.07771199196577072
0.054281242191791534,-0.08281191438436508
0.05419010668992996,-0.0578971728682518
0.054108627140522,-0.05981942266225815
0.05401844531297684,-0.033910028636455536
0.05389223247766495,-0.06811564415693283
0.05390668660402298,-0.002304662484675646
0.05394018441438675,0.02452860400080681
0.05421293526887894,0.08497889339923859
0.054358549416065216,0.07818768918514252
0.054485298693180084,0.06337593495845795
0.054645247757434845,0.06929542124271393
0.054850317537784576,0.08406619727611542
0.05469278246164322,-0.021821456030011177
0.054429955780506134,-0.07782375067472458
0.05417905002832413,-0.11140351742506027
0.0540127232670784,-0.07439649105072021
0.05422992259263992,0.06569677591323853
0.05423692613840103,0.013315469026565552
0.05441758781671524,0.06615126132965088
0.05452708154916763,0.06506720185279846
0.05446077138185501,0.0030187659431248903
0.05433470755815506,-0.041662368923425674
0.054317064583301544,-0.010064460337162018
0.054174549877643585,-0.06595871597528458
0.0541694238781929,-0.018971629440784454
0.05419320613145828,0.0006233989843167365
0.05414719134569168,-0.02419820986688137
0.05420709401369095,0.013199979439377785
0.05407268553972244,-0.04164374619722366
0.05419079214334488,0.040450479835271835
0.05425969511270523,0.030526310205459595
0.05426711589097977,0.010115444660186768
0.05430159717798233,0.021511107683181763
0.054343290627002716,0.01919025182723999
0.05429930239915848,-0.020998181775212288
0.05433497577905655,0.00961997825652361
0.054269589483737946,-0.011375758796930313
0.054274238646030426,-0.012448643334209919
0.05427096039056778,0.0017335365992039442
0.05435515195131302,0.026048507541418076
0.05426729470491409,-0.012735490687191486
0.05424667149782181,-0.01798815093934536
0.05416638404130936,-0.03198779374361038
0.05434242635965347,0.034728433936834335
0.054368384182453156,0.031133528798818588
0.0543065145611763,-0.010571095161139965
0.05435527116060257,-0.006626012269407511
0.054278917610645294,-0.011189494282007217
0.05428526550531387,0.010748742148280144
0.05430922657251358,0.011691241525113583
0.05428016930818558,-0.005847426131367683
0.05425772815942764,-0.017820507287979126
0.05430934578180313,0.010536403395235538
0.05423135310411453,-0.00636523962020874
0.05430380254983902,0.015185568481683731
0.054331935942173004,0.02542266435921192
0.05429974943399429,-0.00020733350538648665
0.0542704239487648,-0.01776835322380066
0.054264165461063385,-0.004528671037405729
0.0542704239487648,-0.00604486558586359
0.05422813445329666,-0.00926724448800087
0.05426976829767227,0.0026983898133039474
0.054305024445056915,0.0054513802751898766
0.05433318763971329,-0.001637847046367824
0.05431530624628067,-0.005430193617939949
0.054247744381427765,-0.02849719487130642
0.054317064583301544,0.023202383890748024
0.05429039150476456,-0.012891953811049461
0.05430368334054947,0.00574567262083292
0.05425969511270523,-0.017090357840061188
0.054215140640735626,-0.026310455054044724
0.054282046854496,0.02219654992222786
0.054500944912433624,0.06944813579320908
0.05430776625871658,-0.036648135632276535
0.054279543459415436,-0.02063683792948723
0.05415729433298111,-0.046475451439619064
0.054272837936878204,0.02364196442067623
0.05434656888246536,0.03503017872571945
0.054222144186496735,-0.01695997640490532
0.05429548770189285,0.027132561430335045
0.05431101471185684,-0.0017198111163452268
0.05430717021226883,-0.0002967495529446751
0.05423847585916519,-0.023680398240685463
0.05424792319536209,-0.018181871622800827
0.054381199181079865,0.03755965083837509
0.05419955402612686,-0.050483863800764084
0.054334141314029694,0.022926708683371544
0.05425889045000076,-0.018815170973539352
0.05429447442293167,-0.0026399593334645033
0.05419585853815079,-0.02153463289141655
0.05427677184343338,0.015006743371486664
0.054362423717975616,0.04086398705840111
0.05429214984178543,-0.025833608582615852
0.054220326244831085,-0.02296886220574379
0.054311372339725494,0.013963669538497925
0.05433962494134903,0.023340225219726562
0.05430162698030472,0.002955435309559107
0.05421469360589981,-0.028236420825123787
0.05426684767007828,-0.0004755583649966866
0.05416104942560196,-0.029883000999689102
0.05438078194856644,0.059859246015548706
0.05429316312074661,-0.004569650627672672
0.05431128293275833,-0.0020774295553565025
0.05426950007677078,-0.0021035049576312304
0.05428729206323624,-0.009758977219462395
0.05419934540987015,-0.0202195942401886
0.05431244522333145,0.0344378687441349
0.05420292168855667,-0.033664166927337646
0.054320044815540314,0.03507861867547035
0.05436364561319351,0.022904369980096817
0.05421999841928482,-0.030546098947525024
0.05427569895982742,0.015755534172058105
0.05422127991914749,-0.008902164176106453
0.05430582910776138,0.022040098905563354
0.05421901494264603,-0.026932571083307266
0.05430207401514053,0.022431252524256706
0.054185815155506134,-0.03235286846756935
0.05427221208810806,0.025381682440638542
0.054255761206150055,-0.003973603714257479
0.05418983846902847,-0.017295245081186295
0.05431798845529556,0.03145763278007507
0.05422321707010269,-0.019277097657322884
0.054295845329761505,0.0146044185385108
0.05431167036294937,0.013755052350461483
0.05419585853815079,-0.03503135219216347
0.05422789603471756,-0.00792613998055458
0.05428052693605423,0.02269202470779419
0.05426353961229324,0.016224920749664307
0.05428449064493179,0.00428536394611001
0.054210908710956573,-0.022808672860264778
